FIPS,%_african_american,%_natamer_alaskan,%_asian,%_hawaii_pacisl,%_hisp,%_nonhisp_white
55081,1.3,1.4,0.8,0.1,4.2,91.2
55083,0.3,1.5,0.5,0.0,1.7,95.1
55085,0.5,1.2,0.6,0.0,1.5,95.0
55087,1.2,1.9,3.4,0.1,4.2,88.0
55089,1.5,0.3,2.5,0.0,2.8,91.8
55091,0.3,0.3,0.3,0.0,1.8,96.7
55093,0.6,0.5,0.9,0.0,2.0,94.7
55095,0.3,1.2,0.5,0.0,1.9,95.1
55097,0.8,0.5,3.0,0.0,3.1,91.5
55099,0.6,0.7,0.6,0.7,1.6,94.8
55101,11.2,0.6,1.4,0.1,12.9,72.4
55103,0.7,0.4,0.7,0.1,2.2,95.1
55105,4.8,0.5,1.3,0.1,8.6,83.1
55107,1.0,0.6,0.6,0.0,1.8,95.0
55109,0.8,0.4,1.1,0.0,2.3,94.2
55111,0.9,1.5,0.7,0.0,4.9,91.1
55113,0.6,17.7,0.3,0.0,2.4,77.0
55115,0.4,8.2,0.5,0.0,2.6,87.0
55117,1.8,0.5,5.5,0.1,6.3,84.7
55119,0.4,0.4,0.5,0.1,1.9,96.1
55121,0.4,0.9,0.7,0.1,7.9,90.2
55123,0.4,0.3,0.5,0.0,1.6,96.3
55125,0.3,11.3,0.5,0.0,2.3,85.1
55127,1.1,0.5,1.1,0.1,11.2,85.4
55129,0.3,1.6,0.6,0.0,1.7,94.3
55131,1.1,0.4,1.4,0.0,3.1,93.1
55133,1.5,0.3,3.5,0.1,4.7,88.9
55135,0.4,0.7,0.5,0.0,3.0,94.6
55137,2.0,0.8,0.6,0.1,6.4,89.6
55139,2.0,0.7,2.8,0.0,4.0,89.2
55141,0.7,0.9,1.9,0.0,2.9,92.7
56001,1.6,1.1,3.3,0.1,9.4,83.1
56003,0.5,1.5,0.5,0.0,9.0,87.8
56005,0.5,1.6,0.7,0.1,8.6,87.5
56007,1.2,1.7,1.0,0.1,18.7,76.9
56009,0.6,1.3,0.6,0.1,8.1,88.4
56011,0.8,0.9,0.3,0.0,2.5,94.3
56013,0.4,21.8,0.5,0.1,6.9,70.1
56015,0.9,1.2,0.5,0.1,10.4,86.4
56017,0.7,1.5,0.6,0.1,4.4,91.5
56019,0.8,1.5,0.9,0.0,4.6,91.2
56021,2.6,1.2,1.3,0.2,14.6,78.6
56023,0.5,1.0,0.5,0.1,4.5,92.7
56025,1.1,1.4,0.9,0.1,8.5,86.8
56027,0.8,1.7,0.6,0.0,3.4,91.5
56029,0.9,0.9,0.8,0.1,5.7,90.8
56031,0.6,0.8,0.6,0.1,8.2,88.7
56033,0.9,1.4,0.8,0.1,4.0,91.8
56035,0.9,1.1,1.1,0.1,8.1,88.1
56037,1.1,1.5,0.8,0.2,16.1,79.6
56039,0.6,0.9,1.2,0.1,15.1,81.5
56041,0.7,1.3,0.6,0.2,9.0,87.5
56043,0.5,1.7,0.8,0.1,13.9,82.6
56045,0.6,1.5,0.6,0.0,4.0,91.9
